simulation_id,mean_idx,cov_idx,n_samples,missingness_pct,actual_missingness_pct,mechanism,time_per_iteration,convergence_time,mu_error,sigma_error,true_mu,estimated_mu,true_sigma,estimated_sigma,mean_imputation_error,mean_imputation_cov_error,median_imputation_error,median_imputation_cov_error,mode_imputation_error,mode_imputation_cov_error,knn_imputation_error,knn_imputation_cov_error,mice_imputation_error,mice_imputation_cov_error,mean_imputation_time,median_imputation_time,mode_imputation_time,knn_imputation_time,mice_imputation_time
1,0,0,100,0.1,0.1,MCAR,0.002615485872541155,0.018308401107788086,0.2301348019865027,0.020587896969003202,"[0, 0, 0, 0, 0]","[-0.04474718554398746, 0.07695423149134198, -0.14628459596408303, 0.1503383149352411, -0.03220203057095878]","[[1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.0]]","[[0.8025278813698152, -0.14336087124116872, 0.03874810167015791, -0.023745329504985545, -0.1206623445904175], [-0.14336087124116872, 0.9587879977331287, 0.04966793233627951, 0.024778542948217682, 0.05973892405206897], [0.03874810167015791, 0.04966793233627951, 1.0111696721564747, 0.11240123997109587, -0.05233121606929407], [-0.023745329504985545, 0.024778542948217682, 0.11240123997109587, 0.7171865794922583, -0.05603460010480286], [-0.1206623445904175, 0.05973892405206897, -0.05233121606929407, -0.05603460010480286, 1.1394037498631444]]",0.2401145361185186,0.026009648156198783,0.2352625857744958,0.026045975021874317,0.9890632932856893,0.06982449079086135,0.2358685555665293,0.025774619062897654,0.2638214288578866,0.02263165125170377,0.0010230541229248047,0.0007622241973876953,0.002527952194213867,0.0030362606048583984,0.558497428894043
2,0,0,100,0.1,0.1,MAR,0.003370862740736741,0.08764243125915527,0.3819109563916017,0.023492631858894858,"[0, 0, 0, 0, 0]","[-0.30931902999424726, 0.07695423149134198, -0.16376758019361248, 0.1280584688944021, -0.03220203057095878]","[[1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.0]]","[[0.7198325088210712, 0.193595070680592, 0.062820668198386, -0.03625632467447514, -0.058578131531694846], [0.193595070680592, 0.9587879977331287, 0.21566274119338744, 0.03572569607416273, 0.05973892405206897], [0.062820668198386, 0.21566274119338744, 1.0505746135455971, 0.11944092610643016, 0.07295542688803962], [-0.03625632467447514, 0.03572569607416273, 0.11944092610643016, 0.9115394648887915, 0.01870953832339028], [-0.058578131531694846, 0.05973892405206897, 0.07295542688803962, 0.01870953832339028, 1.1394037498631444]]",0.278891190539061,0.024229407837377127,0.2743767124146224,0.023932113652340666,1.0918078218135878,0.11679877066580331,0.3551110219113383,0.026815111564132587,0.5158581699612225,0.03352295718597684,0.0011336803436279297,0.0009527206420898438,0.0028977394104003906,0.002071380615234375,0.5279190540313721
3,0,0,100,0.1,0.1,MNAR,0.004622047597711737,0.0508425235748291,0.6733792563636177,0.028652487977678723,"[0, 0, 0, 0, 0]","[-0.04474718554398746, 0.5234020669896686, -0.09387351132755992, 0.1280584688944021, 0.3902260639335987]","[[1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.0]]","[[0.8025278813698152, 0.10745005341409752, 0.03934937513115534, -0.0870969665169037, -0.09245078708013982], [0.10745005341409752, 0.4921952906742332, 0.10624703222678077, -0.040250193989321364, 0.036214726378795435], [0.03934937513115534, 0.10624703222678077, 0.9584633522154522, 0.007967979328129045, 0.1403395788431131], [-0.0870969665169037, -0.040250193989321364, 0.007967979328129045, 0.9115394648887915, 0.08159676919555987], [-0.09245078708013982, 0.036214726378795435, 0.1403395788431131, 0.08159676919555987, 0.7412251113356644]]",0.6574625321317491,0.03378058869344256,0.61468527862547,0.033527639077557465,0.29027749738278297,0.022859977177586345,0.6890430694484573,0.034269769472462165,0.6713227645984898,0.03181307881288934,0.0009763240814208984,0.0008711814880371094,0.002734661102294922,0.0020520687103271484,0.3894839286804199
4,0,0,100,0.15000000000000002,0.148,MCAR,0.004737633925217848,0.06158924102783203,0.13592516009623593,0.01844540908686693,"[0, 0, 0, 0, 0]","[-0.04474718554398746, 0.05526843990607827, -0.09387351132755992, 0.05974555365522241, -0.03220203057095878]","[[1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.0]]","[[0.8025278813698152, -0.10460781038674216, 0.03934937513115534, -0.04649996148304007, -0.1206623445904175], [-0.10460781038674216, 0.9883967562770627, 0.15836820373326996, 0.09632620401524418, 0.032722260478826475], [0.03934937513115534, 0.15836820373326996, 0.9584633522154522, 0.01142893776019889, 0.04474732557653849], [-0.04649996148304007, 0.09632620401524418, 0.01142893776019889, 0.9720290202599822, -0.09492968190285497], [-0.1206623445904175, 0.032722260478826475, 0.04474732557653849, -0.09492968190285497, 1.1394037498631444]]",0.13733092710350223,0.025881550765610467,0.1405089071173744,0.02588115523684712,1.0614816416857855,0.04779810841604931,0.1380650215769264,0.026179397390638265,0.1503883317195445,0.022816933723030744,0.0008666515350341797,0.0007586479187011719,0.0022199153900146484,0.0019707679748535156,0.36295032501220703
5,0,0,100,0.15000000000000002,0.152,MAR,0.0038721493312290738,0.13552522659301758,0.19000169276513895,0.021463538579489634,"[0, 0, 0, 0, 0]","[-0.04474718554398746, -0.012349831451342852, -0.12849074703713934, 0.1280584688944021, -0.03220203057095878]","[[1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.0]]","[[0.8025278813698152, -0.030735183058422804, 0.07593797724766026, -0.0870969665169037, -0.1206623445904175], [-0.030735183058422804, 0.9365373527896627, 0.2029941237870773, 0.12264330737724727, -0.036722905200697716], [0.07593797724766026, 0.2029941237870773, 0.9154276063990917, -0.09951638291995507, 0.09241212962484449], [-0.0870969665169037, 0.12264330737724727, -0.09951638291995507, 0.9115394648887915, 0.01870953832339028], [-0.1206623445904175, -0.036722905200697716, 0.09241212962484449, 0.01870953832339028, 1.1394037498631444]]",0.16845668377390818,0.028525253203624267,0.1826680095972141,0.028613614505812048,1.1954659163139647,0.07874664980148059,0.17287075137449603,0.028402006465585893,0.15790833284884187,0.025337052773062828,0.0008606910705566406,0.0006513595581054688,0.0017790794372558594,0.0014705657958984375,0.26581645011901855
6,0,0,100,0.15000000000000002,0.152,MNAR,0.004759931564331054,0.07139897346496582,0.7898757780821697,0.03283504661802506,"[0, 0, 0, 0, 0]","[-0.04474718554398746, 0.07695423149134198, 0.48543117254514767, 0.1280584688944021, 0.6032719831951807]","[[1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.0]]","[[0.8025278813698152, -0.14336087124116872, 0.019145958467970646, -0.0870969665169037, -0.06217200308887852], [-0.14336087124116872, 0.9587879977331287, 0.020574812789985172, 0.03572569607416273, -0.026728101588033164], [0.019145958467970646, 0.020574812789985172, 0.3627893244150922, 0.01788262030082295, 0.12456820530455733], [-0.0870969665169037, 0.03572569607416273, 0.01788262030082295, 0.9115394648887915, 0.046493586796963936], [-0.06217200308887852, -0.026728101588033164, 0.12456820530455733, 0.046493586796963936, 0.6627826084579403]]",0.7972299068968411,0.041060680605374274,0.7281830935061551,0.04082080510404093,0.33621078042771246,0.03212066884631431,0.7971415651308771,0.04065027122153755,0.7819789819776485,0.03832963987694796,0.0009026527404785156,0.0007572174072265625,0.002379894256591797,0.0019407272338867188,0.27863073348999023
7,0,0,100,0.20000000000000004,0.2,MCAR,0.004502296447753906,0.1395711898803711,0.38538099290979827,0.02925251576862937,"[0, 0, 0, 0, 0]","[-0.04474718554398746, 0.07695423149134198, -0.09387351132755992, 0.3235288056045514, -0.16465455096272857]","[[1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.0]]","[[0.8025278813698152, -0.14336087124116872, 0.03934937513115534, -0.2077660117543695, -0.20420720667068692], [-0.14336087124116872, 0.9587879977331287, 0.11768496828705509, 0.18111541419810318, 0.2513566230913915], [0.03934937513115534, 0.11768496828705509, 0.9584633522154522, -0.0659475681273863, 0.08363380454300545], [-0.2077660117543695, 0.18111541419810318, -0.0659475681273863, 0.9866069654514653, 0.1336507994104829], [-0.20420720667068692, 0.2513566230913915, 0.08363380454300545, 0.1336507994104829, 0.9856355859966064]]",0.3992609348679528,0.03360948736613402,0.3787291146226792,0.03357288847682163,1.271068016553106,0.031200713163336634,0.4666929057923996,0.035181664935541604,0.42722607606912033,0.034755780870155524,0.0007176399230957031,0.0006289482116699219,0.0017824172973632812,0.0015532970428466797,0.2521653175354004
8,0,0,100,0.20000000000000004,0.2,MAR,0.00368963143764398,0.4316868782043457,0.26299144088326754,0.03587609385179622,"[0, 0, 0, 0, 0]","[-0.04474718554398746, 0.07695423149134198, -0.23619681815427251, -0.06644039388979159, -0.03220203057095878]","[[1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.0]]","[[0.8025278813698152, -0.14336087124116872, 0.156125125870948, -0.11019267759313907, -0.1206623445904175], [-0.14336087124116872, 0.9587879977331287, 0.07237210046926082, -0.10065966838185543, 0.05973892405206897], [0.156125125870948, 0.07237210046926082, 0.9832815109003689, -0.4599015572953964, 0.10701492856796486], [-0.11019267759313907, -0.10065966838185543, -0.4599015572953964, 1.0383396270128369, 0.24031014908850487], [-0.1206623445904175, 0.05973892405206897, 0.10701492856796486, 0.24031014908850487, 1.1394037498631444]]",0.18266862289094307,0.033871547641245135,0.24476242167693638,0.03387298798831879,1.3277650286783782,0.06923975370811218,0.1928921514760912,0.03357130488243331,0.23643111559305116,0.030643677099230014,0.0007305145263671875,0.0005943775177001953,0.001737356185913086,0.001474618911743164,0.24550724029541016
9,0,0,100,0.20000000000000004,0.2,MNAR,0.00510867436726888,0.10728216171264648,1.13568350260512,0.04051389600571235,"[0, 0, 0, 0, 0]","[-0.04474718554398746, 0.07695423149134198, 0.6990875488644385, 0.8899957202035977, -0.03220203057095878]","[[1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.0]]","[[0.8025278813698152, -0.14336087124116872, 0.11770236316365194, -0.11251047163115362, -0.1206623445904175], [-0.14336087124116872, 0.9587879977331287, 0.01632320587947001, 0.0358098736618974, 0.05973892405206897], [0.11770236316365194, 0.01632320587947001, 0.3154860645248761, -0.09596557194575768, -0.01790934591845858], [-0.11251047163115362, 0.0358098736618974, -0.09596557194575768, 0.4129544873426669, 0.0019101900956052225], [-0.1206623445904175, 0.05973892405206897, -0.01790934591845858, 0.0019101900956052225, 1.1394037498631444]]",1.1157708324693538,0.04877988720794501,0.9996309182940436,0.04841205765101984,0.635376244502405,0.04251611828816806,1.1160514928599787,0.048457036845252544,1.2204893641921233,0.0434183315616567,0.0007336139678955078,0.0006690025329589844,0.0018756389617919922,0.0015778541564941406,0.2643401622772217
10,0,0,100,0.25000000000000006,0.248,MCAR,0.0048162852014814106,0.1348559856414795,0.21728490181424093,0.02152378772769784,"[0, 0, 0, 0, 0]","[-0.14806112741331273, 0.07695423149134198, -0.04396288357954393, 0.1280584688944021, -0.03220203057095878]","[[1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.0]]","[[0.8045448160489294, -0.10374506293355998, 0.06476666142713886, -0.05936003307845716, -0.16312531628071325], [-0.10374506293355998, 0.9587879977331287, 0.19826551046808447, 0.03572569607416273, 0.05973892405206897], [0.06476666142713886, 0.19826551046808447, 0.8907649186430482, 0.023257139460262987, -0.1228430858974639], [-0.05936003307845716, 0.03572569607416273, 0.023257139460262987, 0.9115394648887915, 0.01870953832339028], [-0.16312531628071325, 0.05973892405206897, -0.1228430858974639, 0.01870953832339028, 1.1394037498631444]]",0.23018650693010437,0.0396397433306406,0.19902892463301314,0.03956864980079879,1.8335980428912,0.019258652152752954,0.26022520541130734,0.03943540986963009,0.3149133007984686,0.02915489294154698,0.0007479190826416016,0.0006270408630371094,0.0018203258514404297,0.0017063617706298828,0.22846150398254395
