x1,x2,x3,x4,x5,class
18.86391279075201,20.54188332737494,21.60894316124485,19.489278887228565,18.83168456598707,2.0
20.687092040350734,20.95100705647288,20.15116938806692,19.734942742323692,19.955281525782205,
0.42671477918987855,2.0154739167247873,0.580404927220681,-0.11605572077731997,-0.414669823956508,
19.049771877503993,19.60267393875603,19.205355212041844,20.663798849158518,19.94572899197495,
18.856170130448653,18.243311544591172,18.9680092461239,20.71480994176587,20.67695187314372,
19.412202189889747,19.247911296335932,21.328056469947878,21.360880609060615,20.66722709609537,
20.570595122674323,19.817408358813335,18.8978041741179,19.505268574692085,21.00447050320868,2.0
21.950863136612263,21.3628184333902,20.163463810377092,19.143013170171663,20.265234246133662,
20.7533076926839,19.306125812024103,21.405098348225845,21.389982584228388,19.453192272901614,
1.1374752359805973,-0.556237332845589,-0.4145513225342085,-0.6013146253510281,2.0517154403468565,
20.444611862949397,18.64488231555816,20.44607640162068,18.717919951223326,19.68326156427772,2.0
20.126468019239088,19.624159056840167,21.933092620338748,20.25513437009748,19.88401962112285,
20.88463490760547,18.218851108188304,20.684852692889823,19.850503917500077,18.13491624083262,
20.5145599555475,20.59217443184729,19.49410973293497,17.91297321595771,20.71143984800058,2.0
19.094978459316753,21.8898558471335,19.909504233953086,17.960038538957733,19.397599407820458,
10.356106991095382,9.950744193523123,9.414606435115482,9.233781182373152,9.239303406506583,1.0
0.020347590545033996,0.059591804955434854,-0.8014236059488637,-0.21348320335612564,-1.484553558959858,0.0
9.069421689935224,11.898261043187203,9.48665579657604,10.525978936989041,9.480231436188664,
20.7056888614303,20.652780453335502,20.517596247051934,21.670084820077033,19.186400872971376,
12.511531771436726,9.310389781444735,9.97498272753692,9.202566877583214,10.744950141262569,
21.697130637459043,19.086510267023247,21.08470521360995,20.74432119116039,19.268818946123275,
-0.5595377468923798,1.8088970558189978,-1.0220233576123603,-0.0018351265678230953,1.2538216938546867,
10.88847580546078,10.365666073299503,8.869546455425239,9.205246101088255,9.685754155012939,
19.703434417964928,19.252948881509777,21.425275290573182,20.916727554440012,18.954470599286804,2.0
8.932978939168828,10.132544267643022,9.96158909577414,8.223805871262924,8.507777748584243,
9.709273915027383,10.407617196720562,10.33946642700122,10.195856979708104,8.890469345120062,
10.004360435992625,10.61287486321543,10.492393608168983,8.96090878771889,9.06674738715311,
19.83180561450273,19.134757858267434,20.3845350694512,19.742107893815692,19.513052067347076,
20.364619283322153,19.852961424971376,19.414765281622486,21.89072081379482,20.924837154373787,
20.086894373450797,18.812083900846858,18.632969588992346,20.1828400048775,21.201986130924087,
19.544107575093722,19.64131900816958,19.616233386428632,18.599774980524085,19.33920260021242,2.0
9.675316414345625,9.835707257531643,10.578177638586823,9.803055175175109,10.005189945496255,1.0
19.310093889860553,19.7624892972732,19.58850295513602,20.706895273970176,19.27188367683254,2.0
10.889817907873589,8.565623853765175,10.307350949670951,8.949702763513915,10.709541668941103,
19.57951537050792,19.00096437720386,20.01383923683363,20.131957669649836,20.559941334722073,
20.170748700979072,20.417974565119085,20.711043872335782,19.953263391409422,19.749820958753013,
19.53855849989009,19.93394645939695,19.269201396658513,20.069298257977977,20.229133002549638,2.0
9.495313675303418,9.926451085133595,8.531401600673023,10.669402531117306,10.277070937555694,
10.820625539604968,9.688916034582284,9.089861031144386,9.593398065346031,9.591204745610659,
0.21890696405463222,-0.6471621101153495,0.3899583010335076,-2.4276307493767377,-1.4155332181893283,0.0
20.084726332605577,20.246971106111744,19.527747962022985,19.79903318597516,20.085097865378167,
19.166814871163453,19.225561762750164,19.737404770596264,19.40797291423402,20.322256891303873,
20.996180672259154,21.260009629381905,19.227443135671862,20.61141554936677,21.03053468079233,
-0.496621273402066,-0.6749188638027617,-1.3186686437283783,-1.2715500194047,2.3728853784908006,
18.539668171629437,21.254330023136294,22.073100092915947,21.19742101108487,18.126889404153072,
11.533417836694346,12.01275803060091,10.147485666876554,10.855750774363367,9.435494026865438,
