x1,x2,x3,x4,x5,class
10.174090606208734,11.317092748869392,10.042734175349525,8.032406591366279,10.10382775715239,
19.311673156249768,19.382319292947635,19.183091204334453,18.07652693603884,19.532826909660354,2.0
21.74238204535199,20.48301142199542,19.13190689933523,21.727068531146525,19.2059320424159,
10.432587488903513,11.108808357565287,10.559924724880775,12.215464708916546,10.968779117087976,
0.6550359543893614,2.211044208572387,0.3469820991142507,0.8262026859844706,0.2851908181868248,
20.144954510763117,19.832086309586284,21.477353666632638,20.366345161953213,19.70346304258776,2.0
-2.3777372049537493,0.2906815360865964,-0.029448944214722036,1.1704441982796192,-0.05760779062730234,
20.335829270938056,20.723316199585884,21.308122194473786,20.2864498881029,18.318173214044172,2.0
21.25780169695121,18.561535586128553,20.292120222612013,21.134776822288785,22.24370063045682,
18.43486176613194,18.739235768870774,20.77352734587939,19.80071086604236,18.380598217158994,
-1.194456039683308,-0.26266644580352727,0.9451270120422658,2.014348010088348,1.1700881846673203,
22.080265741015484,20.926164714143148,19.589462659264036,18.945577696200246,18.926555739268213,2.0
20.270133789749895,20.472350992395903,19.69182644452573,19.98033259049565,20.33448965329868,2.0
20.15343231385693,20.178252577191937,20.348967267312954,18.743060559403144,20.76703409508744,2.0
21.595834141580298,18.8578791583363,20.049557943994905,19.656870976980596,19.693811069371023,2.0
18.493653179590236,19.480880920556892,19.469535300407937,20.900160241201938,19.830935821886325,2.0
18.68219118532368,19.208321424561635,19.218176487006016,20.02967871943696,20.022672301390184,2.0
19.528179007181667,19.75798121474549,20.688229167359065,20.204400448721373,19.469554857632648,2.0
17.79388703258909,19.393439608327483,19.511363115921906,21.33420946857607,20.756483706205636,2.0
-0.24267137016248955,0.11687145453818701,0.651420244162781,-0.2678861142127772,0.5563357702925656,
1.8224649352248747,-1.5003120535859331,0.5785316559572024,0.7533368973032784,-0.10222737613163688,
18.797442060909358,19.55399385848103,20.519961019299853,20.517619345410818,18.906002347954562,2.0
21.166702326559527,19.981415758549915,17.859645233004873,17.69821760539193,21.05225648604939,2.0
