var_1,var_2,var_3,var_4
10.234668472567888,19.33927982613147,30.288830373155108,42.064753481552955
10.465329226588096,17.658016972541773,26.842464361819104,41.474307942828446
6.333076414664909,,29.51918429081096,
11.622812629802983,20.455144891491283,25.63762198734768,40.85413285231654
10.771491239375802,22.319041188806594,32.73723395563651,39.952791583797804
11.983345471646153,21.479308823808022,34.7876811553463,38.776252840961924
8.778556706399,24.561554779596786,28.580269948326123,36.776257541988485
8.7464989533618,22.048365233701837,26.26079550118002,39.71867078289097
10.454957393576901,22.908858196103278,32.055670151088954,40.418071029944855
11.889918243375682,21.376115663603684,32.99559091254387,40.29646417777352
11.476990457956466,20.59211025310089,29.427229119154894,40.89877078549518
5.732612323364639,,26.105825635693563,
9.678858459550929,20.510354366777857,32.811671250952024,41.54917978996702
8.673500862231082,16.968307410861172,30.107226871029948,36.26668135825937
15.645969072424215,22.79039780900481,33.58153020334028,40.457270072554195
12.381966466349347,15.321613330639074,30.636364249948336,42.372099651517445
7.616793951113777,,28.304185452277764,
10.867765523244087,19.583252323503224,31.83700493575283,37.04000960866039
12.740842949147492,24.430718461553703,28.969479269361468,45.454120802875686
9.292953421235682,15.346887919295334,26.111370124095057,40.01723661823283
8.405037170345551,20.517787411761933,26.600156839562384,34.82959063727053
11.183864560247656,19.532485191475796,29.840725954169173,41.88318584072264
10.240225778626725,21.794745996881538,31.98774819879792,44.720548296427104
11.483016334847479,18.356181224268795,29.441989098772222,41.12523869058394
9.170013624943426,21.564212180930596,29.71768534874484,44.00151014273874
13.033443792697561,19.404578220545226,26.916516138837284,40.762374025628105
10.067004890938621,19.119100986435505,32.021082928296444,42.33197316437243
10.773328466404235,21.513913903180363,27.01146656863353,40.10652658988777
6.952438256132412,,29.527605976454666,
5.9747945676626735,,27.46496806020192,
11.838342503878426,19.10116564263815,28.72964473398073,43.082731314447564
9.878759526147574,15.9886643896406,27.753322701226942,38.94530496737325
12.252521426003737,23.823734512124158,28.377314298652692,37.74490323414331
11.705189962118093,24.0908140506984,33.53802729562932,41.52584459050705
12.97067551719902,19.921948809639556,29.895230868426832,37.09355620268471
6.849784190040862,,27.315878956068087,
12.942849740467016,19.700862350221723,29.424715828505544,41.90187616565563
11.645817721521059,22.357787402976047,32.668433025393625,37.61569676783543
9.071659804805122,22.203654107481064,33.15837314136992,45.278193488836564
9.259051410805082,19.003570086889685,28.349414004393445,37.27185259914951
7.129819573966092,,28.81216411576348,
8.682017261348662,23.92532011896568,31.37168514266064,39.729678684515164
10.272320569943476,19.631070926216555,28.69849889800201,35.6624535704195
11.30518381820481,18.12912663349485,32.73575786729457,40.55486154021973
10.578584173060017,21.674656632763305,28.424317236336826,40.28343492928497
4.451001771722019,,26.662908700865554,
8.26306955425515,21.572746908398685,27.789147346560995,38.03077475718723
10.23593633750155,22.607203559274378,29.537935397976554,38.62408116920636
12.217699622309974,18.26379316091601,30.115069285345076,40.61379632515546
12.289085746353972,15.92389193514221,27.449093556861726,37.15550039637174
8.830361339841478,20.10861567422272,26.12714017937275,38.16686082089485
11.376086894482365,20.696540949650732,31.714097608849265,41.53889370503583
13.418144794608942,20.606689833522548,31.44250161152036,41.20849418297896
6.131456044661475,,28.889900567733463,
8.707660619330287,14.086814113699901,27.225339270876532,37.788538384500164
10.788975140546956,20.365692764751007,28.006912824192383,38.91001931698366
11.04449501921779,20.10356188645036,29.5057967815313,35.968532276467855
10.367174384162626,22.435533674852252,30.99380986573552,39.90136101950222
12.28679766016908,18.65609653111462,30.08252035006842,38.23619024402623
10.481909617794022,15.833753463797152,27.863327599937943,38.749068029982645
12.528274598392464,18.8001048798299,28.05533752408628,39.02170454055522
8.897283026757584,21.269524059888308,28.880071214855825,41.78546925543923
9.922382059064176,19.335787726966068,30.63829441422456,37.44239958339439
10.493779224668051,20.837628245939456,30.096287613952583,38.51528186710423
13.729106079589808,20.51749895648503,29.001361205067067,38.950383836871964
11.40077634471487,20.017925703717065,32.75753574556944,37.103964941441134
11.646688135632699,16.94758639425616,29.387724581581967,40.309394104199804
4.5364849823772495,,27.370720641571047,
11.10393601703052,18.20899963347807,31.051086679886737,37.94953068759305
6.139026038595453,,28.221212073155893,
7.998808411011356,,30.717400470569014,
10.848124984001027,24.121722453067413,33.21698833733417,40.14861030049066
6.2403820872138684,,27.456393893113265,
13.777737557520451,22.545280668648584,28.630094464883665,44.51367961982159
11.786902111017389,20.56103660103311,25.911409801493445,43.51706178295479
7.975583473241063,,28.98443251193142,
8.372796602064048,22.04842517588617,25.78018204492445,37.148108899287266
6.112135760786714,,26.380143539030804,
9.560416350853801,21.4749783560429,29.118153212261415,39.84456536379285
14.609101076627397,21.081392547008825,26.922338970875344,40.75054318096848
7.446862642362498,,30.601781506139158,
10.132093346529574,20.71880597890832,31.48900632485381,42.9919595341867
12.007173143054112,18.656267895176853,28.185977250151808,37.799019296932315
11.375108137747803,18.552070429904546,23.072268620720187,39.56113029506974
12.470371329759722,22.434417524522235,31.275794177768415,41.59073582329636
7.394514446935073,,31.79818319545961,
12.017297565182119,19.413408286566437,28.930595943768516,35.90037035590032
9.533928347022503,20.08890090285264,32.17095635481817,40.80329736435504
13.313805560015172,18.34846414446045,31.630811603023577,42.0869956017535
13.072087932204282,21.526939718300916,29.465909317195404,38.280673713186346
10.97556589855018,18.110912441550123,28.594470619467668,37.938702876508785
11.271869349849728,22.20922314420511,32.00805062032879,39.3879254638709
5.418208618688106,,31.69396013958572,
12.414240920149862,19.01686143693095,28.531439921019228,38.602451265913814
