var_1,var_2,var_3,var_4
54.96168696935579,98.52506469108486,26.01597081241926,76.55586984292333
,99.91767249342382,24.12332473410003,72.77680740363348
51.0007619775877,100.10873901940695,33.945869520231426,
51.837801786465235,105.49661516597956,29.527854846362985,75.38525624215733
,106.74272767363432,23.39297344168374,77.11618507724836
48.63043416189525,93.1665228068815,27.574004754824458,
,91.22224690191118,25.62224539266796,
,109.42805196945056,23.588212997543913,77.10275833521993
50.513976705420944,95.97010876502672,27.06153735949242,75.17655882677532
51.177736631927054,99.78675424051292,23.840691880175704,
48.425306051693994,99.58340505653305,22.421917101101545,74.66658926097723
,101.33120867918232,23.444448230953085,72.88824317086525
,105.76914729567984,25.675036369662624,75.95009903735581
50.44216041276167,97.86026209672063,26.632933173555156,
53.43241041342794,99.2927956996684,25.465695516923265,75.71366831920218
,104.12929373812082,21.06667575088385,
47.15036074801119,96.68064012863518,28.12348947057753,73.93021039296073
,106.78467055531503,29.66566513722981,78.42845190220768
50.699848160581695,114.9112759794356,32.96140920675255,
48.332017670462704,101.06352487018042,23.43206227908823,
50.07833979460059,94.06281687632048,25.72825567188146,
45.79482505613849,97.38104739958086,31.6307093407088,
47.147160311532716,96.98420028030655,22.705710015565533,
49.86036062768104,98.11800028402737,26.442633088805636,72.75518500531334
49.19675971257271,96.36567627768352,18.43802217716697,78.38187329638801
,104.46136402724485,19.759967348438387,75.9132673128565
,107.16928605601747,24.59207447381226,
52.644850418713915,90.97842998492203,24.59881347473283,
49.28317904683152,103.7861186732427,25.842376111102,
58.54057053818109,101.90644211026857,22.20780010725125,76.19349342257695
,106.97114870117987,31.1197129457382,
49.152130245930884,97.54140693880846,18.08477892401943,74.4514717598111
,100.75072727703896,21.8217671539853,77.16568246057946
,96.35562743261026,23.40497711217465,73.84114470390915
,100.45143949353023,26.33750303964916,
,101.80595656763236,25.429173145026542,
53.08629216661989,96.81769601039271,29.59843678979355,78.05435468433593
48.66946954046382,93.81756066858868,29.77694653718609,74.98646352146262
51.04326301749448,106.44863874988576,33.26176606295022,76.22967550231986
53.373691818714114,101.6405519614928,24.50333022093061,
47.71193137603216,92.54459164160197,22.82056845610995,74.88285551515908
51.711549025629104,96.55018808078971,22.924627108393537,
53.89469923373266,91.3936302834079,23.81575880894608,
54.69660047357548,104.62253785649774,27.01013610606378,80.23606217674579
52.64246548012532,105.515447917985,22.359796010561716,76.00902666143125
46.94661604639429,99.06863744907523,23.54074056021608,69.99214341440694
46.13851979645845,98.57546391082185,19.79604757435889,
49.317384007215146,102.53866599934481,29.333722716509936,74.08133702653943
,98.20506445487533,28.443185649744134,74.45531992035963
50.3231944135314,94.33644942045714,17.056016259747526,77.23569845526231
51.0513174158997,99.11444715637057,28.244982272027766,74.28198500744308
55.6707678105322,106.18698999236727,25.779623165599446,
50.076235956454724,93.92114331398392,25.57527374806217,68.32103098238565
,112.48410007252494,26.972018607809712,77.21147537748493
52.96858293228991,109.64970011025034,29.765388705287947,
,105.53832652570212,25.064510957682845,75.61552311564999
48.00370741803914,104.9862436720624,29.363241442724117,73.50561496959925
,105.61172363506957,23.529105606728077,
51.58357386698679,110.19706843889882,25.933135260513883,74.67767407813754
51.73126082260792,98.56740053818037,19.894568719201416,
48.373155042266575,98.46000455974915,27.59910648197675,
,91.21200362938347,18.657572951337514,70.62585060821115
,100.25137815945922,22.584077780498998,76.29334954973163
,97.75297204692782,21.412049269689554,
52.80088898528265,97.13247507979648,20.62542807991847,71.90903500144033
50.921386308272005,100.11581287909446,23.705799582138145,71.38590380721665
53.006172570366445,107.21884330559456,25.1070709580192,72.92138288199473
52.52143282383561,99.54083879424648,21.35838160090415,
,99.39700992472486,28.367977802948783,
,105.66338123888168,28.061723982348592,77.0323047798635
51.22577964244361,101.03849239260119,25.36476597159478,77.90054217792496
53.543453980574164,101.24959083656984,24.752254626387685,
,93.86277006617527,19.37265057867879,73.2617819637151
,107.17101771254286,31.436024594956358,80.22971130400654
45.52584701881807,103.75138138888136,25.77111084900027,73.70370353792241
53.767477460462686,104.6880297971701,25.638297841103366,
42.815735031713174,94.10697699538953,23.207381733634424,77.60004935212702
51.36544258337811,102.88965706877852,25.394704528919647,71.19272898159367
,99.69973422626593,22.25882838842906,76.6795841803653
,95.70909728970324,24.239864294935384,76.46344826784473
,102.21934902290442,34.50476326222115,73.4800474610604
,100.0714395123729,24.584648872164138,76.18718044351091
54.8025398713762,104.0259352520795,22.231208940551905,77.54671148260351
48.45219730665864,95.78638426267918,25.272425748939135,
,102.88360356388591,14.330437816254385,
,100.44162809092292,24.98333288351687,
,104.072106698689,25.251144687587658,73.14084395314154
,95.37060632499123,23.87479921309137,
,96.70985505704718,23.546812388790492,
52.22696298342653,103.35633534707699,30.724911124567953,
47.634668292187754,93.9543286744271,26.56815760362229,
,98.40386274039595,30.375656423046458,78.41785635823435
47.31698563044909,98.15178126232942,22.8929889784779,65.86916697870336
47.43000261205845,105.75818168118234,24.954208771086048,
,101.80225970963644,21.942626877813655,70.82945242309734
,95.21890463412635,27.90046909282264,
,96.04346583936817,20.306466891664552,
42.865611682200424,106.11086055279725,25.269583200626595,
48.32496177750648,97.47749248822795,24.82331406677312,74.48790984412943
