var_1,var_2,var_3,var_4
,97.44366144356187,24.451503854390328,77.3624893798114
,98.64229050810512,25.619435540180937,80.12216826943106
51.42392784443342,102.13500854055533,27.309232039440815,
,103.30159042860028,17.115727881772138,
54.349863041635416,104.98825903361153,26.993221632831546,
51.02149390356729,93.70271094530786,21.13618672890984,
,104.20903740105005,25.95651782699263,
,104.24855856193938,25.452992562260413,77.51783294595835
54.006819929316904,99.0900196193629,21.414778052020978,76.65974315625385
,103.01770773820537,17.459467370016707,
,96.98957819077704,24.089206557155833,
,107.64709594333527,25.387155485043326,79.23013428332088
51.03527027577521,99.30204602463925,18.442189891383514,76.70275798327805
,100.7703145517533,29.079857384898958,79.00638413761851
,103.35698601712292,25.955729829146343,79.01407664532371
52.81257679220157,103.6240126866658,24.322883041014666,
,96.09109014589109,28.421408736116483,
,98.87945487519444,22.856915113888476,77.66540527505887
,103.68888712899273,29.4243971984152,
54.870859857371855,99.12211658958303,23.199019492216134,
52.92195803054224,97.9123891411192,27.10652774565052,77.60618356098787
51.56745014899847,102.18164178275498,25.298539307133353,79.68288059093659
,101.86972165685168,28.06479053105117,76.83835941881698
54.543513412137294,103.32557590751298,24.48343421226383,
,98.5209673944025,25.26941255728166,
54.246391071387684,106.39625337898947,25.705569581800514,76.76347249873506
51.48147009001775,97.14644048528667,27.58300879376642,79.1411236666473
,102.30982938366324,23.391787426818194,
,98.27099758564457,33.22554899517344,
,99.30574477865694,21.89650223729203,79.89373751294042
53.526422562588984,94.66915505749397,20.667697578892366,
,97.46448389019807,30.690546037816205,
,102.67578574639346,22.42950061893498,
,105.97810925405521,28.623010385776638,76.48404133999519
55.212677884976614,101.64527360783876,25.282645240725223,77.3236193301407
,100.8897314027932,28.32781277098273,
51.47449019197659,100.07383297139013,26.153375885803015,
,97.33313109856618,25.293283288188785,
53.16417337214802,101.84996577800231,26.904814396439587,
,94.3369786629777,22.905354387846504,
54.605859844550096,101.09038813717811,29.673110137659428,77.59338903581612
,94.94279296522305,25.67708934026616,76.53617617146807
51.79473917300921,102.86030213595124,22.21079850986867,
,99.8210150958884,26.700189016278802,76.32895973212062
,100.09782819749901,30.68960277568218,
,100.12213043028768,20.646010587404458,
50.84058069842654,99.51440050811283,28.008298173607265,
,105.62355622798461,21.498825492035873,78.68612153349422
,99.91723625862362,20.616106438941898,76.92738323773716
54.37844587744337,103.00976548948489,26.754002349898396,
,96.57342291524662,27.10435325351078,77.17389871396661
51.852373946669836,105.56540404738004,24.732616320177744,80.75797330598034
,94.29434790406847,37.73196673058993,
,96.40964601185424,25.589960860515003,
50.77409173296508,104.16803025107731,25.400815553834867,
50.92292808079481,90.41962956503413,14.278504228810384,
53.28446455094419,100.62923772458288,29.193809101673146,
,103.68798444644098,28.325439213057283,
,96.82254163671946,23.91833296945792,81.12116963516493
50.836037246175955,109.43984028441226,29.27377730647672,78.5690880980138
,102.68554264078755,26.5708264875874,78.92289217862748
53.36197782157401,105.73238109609206,25.59785225734302,76.1002474864538
,94.99447470901575,22.91088750317961,
,93.08811712425485,23.790279210254326,
,94.8954311566646,20.78853153905512,
51.208423569737725,109.06209543944624,24.63436057000604,
55.722125332759525,98.74721218611249,21.505928584826997,78.9002282061923
55.578333409483626,98.76493678858448,26.41109336025637,77.16826478174404
,97.11723074704379,22.639048485533525,
50.794048889774416,99.42357251016227,22.514062510257613,
54.12733760752359,95.92589458983781,27.33991721394812,
,93.32563970808839,14.683221987111185,
,99.55542878208901,22.125665795158696,
52.86918077280481,100.90179308586369,28.86299918938537,
,94.91591687372588,25.000829278419843,
50.7734719208198,102.6839874880772,25.15669294280739,79.76921782327712
52.62356806027435,97.6167828059137,25.820490831029478,76.96574806323855
,98.65047192285098,23.60227198291697,
,93.79265883823544,26.86427836964329,
,96.88584071759797,22.82486362869675,
,101.18601538298633,27.170371022773846,
51.164319625418685,103.25399830082553,23.517992377215478,82.05321232621625
50.944737115409644,96.74030697376423,25.684150783724373,
51.269044280100424,98.49565031156101,22.97421741761771,77.6188189751499
53.2867872419955,102.70607765659473,25.403894608746363,77.33831848644338
52.860025616860916,102.56140023937324,27.24872484024565,76.33760887664268
52.90974635921794,103.79196717240549,25.49008976117806,
,102.98029901630275,26.221643846607893,79.19754750263425
50.96463779118882,96.38632460112002,22.560698736965165,
52.42027416556628,99.49354873557513,23.92551027651688,
,97.02153412851972,29.325637473118487,
,97.13840233786425,22.505363194870732,
,100.31169701159315,22.39313295878961,76.39853550608908
51.06398439167846,89.45332941223933,26.34800417883837,
52.39527708390276,92.31919526786879,24.775656983024366,76.74558028161012
50.97261906357002,107.35533263688684,23.336741940251805,
,102.93090517479826,27.674620390746462,79.37941186045053
,98.29808347656339,21.08850667570552,
54.13422905119498,101.74902894092465,33.954140732966906,77.48995096735764
,106.44891658293544,33.03615528590872,78.12789752902636
52.83766386673983,106.91611441534869,25.874183669589907,79.12718188345255
,103.1315262429122,27.37745836705059,
53.0755484214728,97.55153930726532,26.465143377374787,
54.551151739762034,104.41600570929995,31.985374200031963,76.44551394687836
,91.62977100238312,23.153889709931512,
,91.02987586377787,27.42230351684308,
,98.19796722415965,28.24658770939252,
52.45682412429329,98.50312980793387,15.909607416508209,
51.49751916070863,97.97098523032857,28.626532088042,78.02614465899761
,97.39779851787003,16.593925391995626,
,102.00287981481995,23.21459550950485,
54.78530680140766,103.84155459278377,29.467495918014585,76.56304383503945
,103.29393023813445,22.64653008794466,78.3821016038754
53.08414721126665,104.26854272198908,27.969756393969043,
52.85740949474309,101.82569494740007,21.034521557751876,
,93.29715034137583,21.320779763309755,
,99.79703032325524,24.996620404308157,77.745174093307
56.459577205838364,102.3697636757487,23.104011510859777,
54.46807735363401,102.16245960993723,33.02604232407441,79.74282662963006
,92.4677903901872,26.80654980189325,81.43787294131062
,104.0826634267591,21.333856963273327,
53.72079546904571,104.94579309358254,20.897113741089484,
,92.95574489216486,25.429790633219127,
,97.89590489276377,22.834793446845552,79.85222959074994
54.465155253762916,105.43084692780532,25.357888720061965,
,97.35285141185913,29.324668786087123,
52.83712455518,103.76666162836636,23.963708384098982,
,99.96674142491962,22.212885896115587,76.45116922584519
,102.88922465930405,22.357754692678963,76.26767905055296
,98.78733507885572,21.094353215648486,76.27640705149676
50.8175592492202,107.64151907343914,29.740447499372383,77.04938854489498
,107.29869367756396,19.550178805252056,
54.40294889680419,98.05009853053836,21.204863672405274,
,102.34082457290305,20.745168676773055,
53.93524418375657,101.87122828397067,25.522014403790763,78.76145682754678
,97.01904629461768,20.408349333409678,77.52635722280674
55.56301410727915,109.55662013887294,26.969664582083407,82.14026677589665
,98.77107133232602,22.27627682314404,
,94.3760860312825,23.764960184889247,
52.3495950458522,101.50080701955726,24.458022473066833,76.90229392240443
,95.62398650650358,31.77651488972097,
,98.66187567931036,20.17141189188362,
,108.31049324650843,27.770879102260142,81.37281790168942
55.649313736766736,96.75364438405867,23.29880026592911,
,101.33956894051661,26.887126387925974,
,98.54909563249426,24.049019777051168,78.89483704038678
51.287941565674174,99.60647814543745,25.009600250582636,
,97.03833914895527,20.47880274225726,
51.27426700504248,95.86583991074896,25.565479885222597,
,102.72740289988063,22.105470240875555,76.25569621606174
,96.5659575259142,21.3786108459332,78.0692726222312
51.18986952971247,97.83099444898573,29.813345483602518,
53.52717519496991,104.89082125670956,33.54861746547679,78.21276349405589
51.67286721975663,95.57019506402622,21.86136758431855,81.26975818741278
,98.2355623352331,27.551214870940754,
,99.99862519442189,29.343642379365058,81.75837583016134
,95.61886967740959,19.897214197382333,
,102.30094807415806,28.33706138099414,
53.51148048899195,102.21171978860383,22.81525556233444,
,98.44376252146333,22.72687414577425,
53.66014465537375,100.0585119848698,30.613579487786893,
,105.82884990674758,23.263941266741544,
,97.55305965715687,29.00230370994429,79.9826051578711
52.92410778160143,97.53404919396138,22.951817279349488,82.58270440761304
,99.57797656372684,24.935353714071706,
