var_1,var_2,var_3,var_4,var_5
-1.9748416079454933,-2.733582649425147,-0.33780619279503654,,-0.8132521791867103
-0.5451939751770052,0.37836288526020284,-1.1098199713499413,-1.3487899247914796,-0.24705343220893317
-2.6829556688990457,-1.8056283667206496,1.2043752399027945,,1.4503626220750123
,1.1551525163572063,1.2078150187362575,1.169181921327005,1.0632615754801096
-0.6745710510683358,0.07545184101466185,-0.29065152765034447,0.9512598889398091,0.19992058376299893
1.0846736622565913,-0.3340342764772092,-0.2047180795343836,0.19148897988634572,0.1921029135456863
,-2.061818545851852,1.2803245510538241,0.4522941419289283,1.3616308406953122
,-0.6595027807177053,0.42331986713653424,0.46124626492958076,0.3815158292136038
-1.567738137550858,-0.609993822022538,-0.017224865244503243,-0.2667189850652702,-0.6037628345187337
-0.8217130508219077,-1.0837523546096064,1.2956070403092401,1.5174699959435594,1.0386334884787307
,0.29961672435578474,-1.617547327524857,-0.994203519276073,-0.8178057509121285
,1.4652785506228319,0.4705031712583136,,0.41871285559051113
,-1.5217083705405783,0.04003986298601242,,-1.4979079249698137
1.7249708262853234,2.396945784040617,0.3513926573755013,0.2886694317647839,-0.8051177709706024
1.3223406821909336,1.160267238879948,0.2917680696123548,-0.6329527885277136,0.5684059403470335
-0.726225498574975,-0.7707074783396535,0.7969994089312968,1.0211012035620624,0.3914447005792344
0.46375959346965084,1.6447041718979554,0.15072251614965315,0.19359353548787772,0.2362289619799344
0.4526953126425078,0.920942041800651,-1.1516849511060812,-0.8324113263696404,-0.592575007346371
-0.6308886261374843,-0.5938001015204305,0.7223219426424186,0.22596858310630968,-0.2572032408129007
,-0.6185840880637022,0.005519884752373505,-0.14671883655596685,0.32193348381582454
-0.24688766296421513,-0.5990726931956933,0.9559397556884484,1.4503824298782277,1.645207163960441
0.038111121068143204,-0.5444991308193846,0.18978566395904925,,-0.9703509488928432
-1.7105729674021304,-0.5278672723744511,-1.492685215512289,-1.9227393320295736,-1.5473393736277732
,1.2917950190877034,0.4583699884660629,,0.33820553545200455
-0.7228423978939279,-0.35986889523983207,0.7059176434601953,,1.4214721966781723
-0.5576066282000374,-0.8612828432371078,-0.3253637939279243,0.45128015550351797,0.7768784843110045
1.260846100612656,1.5091301127090953,-0.8209122439351187,-0.14635664754685443,-0.06909304856090451
-0.37143062219094114,-0.735613757519493,0.5695067180207883,0.8750844179545243,1.5694065128295094
-2.4619244175484516,-2.0798766994401277,-0.22204685711715388,,1.339573386533779
,-0.13587350321516395,0.8223577211169432,,0.030613051466618364
-0.8159592883615773,0.034209280985936945,-0.2908097410055153,,0.8746435356860045
,-0.3985279948681609,0.14208068370440863,,1.1210808737736486
,0.2619293953820368,0.9705673486303662,,1.1933409972413878
,-0.9200770198343621,-1.3869940768648783,-1.7095831292754307,-2.0684752871913923
-0.27107966814845985,-0.2730693694529388,1.108056425083754,,0.3810327756723381
,0.45054666920561426,0.37653686677850484,,-0.20311528285841884
0.007787555566436904,-0.5451686282915472,-1.047988193399795,-0.8457244090297841,-0.8928981137194687
,0.6937668715744314,-2.2813614061445247,-2.3432984158115637,-1.6831925247291035
,-1.0108035208026298,-1.394027773108808,,-1.048446644829647
,0.6123290996585514,-0.5837099285187143,-0.9857792906332605,-0.6778819635936348
,-0.44812731744832246,0.06354202024330764,,-0.5670077925572616
0.5492603284487002,0.13828446769214872,-1.6082963123994014,-2.0466946586657464,-1.8227142756613526
0.8201226223515065,1.2569448117971553,-0.18652369968222787,-0.390646322013435,0.1152110984001137
2.708979579186547,2.492378317293812,1.2690140932581164,,1.1704761525396463
-0.17425275072541407,-0.3017896088842341,-1.8178837551578753,-1.8774207869545751,-1.4475626625850782
,-0.674628377659263,0.3956457778521466,,-0.04185474262577238
,0.08257404832398484,1.151524896815037,,0.7767898279837913
,0.04110997616585428,-1.4797715420196265,,-0.5728794397625967
-1.521093398549342,-0.5752262699266759,1.6400746680148552,,1.8981388775697017
,0.4656326687572711,0.9435701536665994,1.4753979896682359,0.8774523528173991
,0.03481871278342239,-1.515510949164981,-1.8117274660260072,-2.0315001878667167
,-0.8027797695536983,1.158967155779118,0.37769724978031755,-0.34731815380474607
,-0.7120396288079668,-0.8441706328225125,-0.8359666623874209,-0.8833160034280885
,0.35168008006177415,-0.6087056689048221,,-0.23880880558156212
0.5779922131324748,0.6436678142596128,0.3232140516669031,,-0.23948630278109836
,1.5114971220465196,-1.2571963295006487,,-1.919181639078846
,-0.6427588985688896,0.8015504484428542,,-0.2810127734028437
,0.994995996137875,1.358421746123612,1.0706379877011232,0.7947755284498175
,-0.5190112113908498,-0.11149144758341141,,-0.051852815917146466
0.19198273131306567,-0.43003309020979547,1.005270695456999,,1.4651351112996773
2.2177555155892277,2.5056015958106146,-0.24607637452738634,-0.200721854061717,-0.5921160467806802
,0.19321536160996636,0.10424958071929197,-0.8382210967176613,0.5985363483970144
-0.23804000736162353,-0.8105164647628389,-0.45480323687284935,,0.6520694249364167
,0.36955525205983164,0.1870836214901491,0.3938506207678969,-0.16380823231101738
-1.19138409264544,-1.4363169788037649,0.1031474603226271,,-0.6867598512014894
-0.7403974691556808,-0.9974671664009175,0.5952334785318589,0.06914809246295088,0.1733062716321737
0.4623492434336933,0.4630298350512433,1.518597961988691,,1.6879712527727888
,-0.3321410934107634,-0.5564421404172106,-1.801608223607913,-1.4670196019547925
-0.6266583068621665,-0.03773545623117785,0.3218855725720529,,-0.9461659315561936
,0.5953941000722202,-1.2522528461911966,,-1.459200230356806
,-0.2867091353685745,-1.867559241034492,-2.49751419966814,-2.1201302058282683
0.2085010323542879,-0.5296510524324604,-0.20569144401749997,,-0.9573601280592363
,0.5389213936135464,0.8574104433377432,,1.0291589859728947
-1.0515308061476014,0.15798391676976015,-1.890794204618318,,-1.8603173067635825
,1.3875658455985798,-0.6714117627166152,,-0.8006979804839646
0.3539487434668591,0.4761156112905929,-1.6733088428704934,-2.402437377733317,-2.0363797898956766
0.34585240614976753,0.8729471615322343,0.25901956070365095,,-0.585978780216193
,-1.0659351171216314,-0.9022125264572999,0.14009122591257445,-0.055737292432481295
0.058487871852487675,0.5224778528382342,-0.0996383015509416,0.32589322844839286,-0.5631457963357672
,1.0439904176854398,-1.5964644564148294,,-1.7599722325192064
,0.4281917547666027,0.502534517237246,1.0172032489241698,1.845478074256662
-1.618638103993925,-1.6454883222247403,0.6589781395165913,,-0.3528499898700959
2.693199447609847,1.8552998352280383,-1.3643996623794157,0.27726149400923805,0.18951461078498996
,0.20421708896570429,-1.1614907535833203,0.15016113181855356,-0.4547933676225165
-0.3756874992678058,-0.04004635313656672,-0.4969363335655461,-0.4746182357833649,-0.026307629660515697
0.7393433431503216,0.821245268514585,0.17914595496619892,-0.3921603650444618,-0.5443319316784668
0.5606089779664334,0.7001230723157912,0.32856416786420206,0.9402210672689352,0.7576132534894847
,-1.1883223766573756,0.4348042940218461,0.700009108837185,0.8239055774011566
,-0.7754338550055013,0.04149547324826904,0.07582351815368854,0.470773212314244
,-2.3325626476742567,-0.0329680366828274,,1.192929980368759
,-0.755472856419442,0.6773255537708832,,0.5795947340978925
,-0.16480658375689317,-0.1408754996392488,,-0.513404593369137
,0.17208393526097135,1.4557002454371737,,0.3594978967031438
,-2.14985543011529,-0.1808928413307195,,-0.31326656138824327
0.948170703396838,0.8707406464782573,0.3725926653333728,0.06969165832477989,0.229440416781338
-1.8347107111120335,-2.1622617410154654,0.626823026004942,,0.7025773894397824
,0.12242002245280839,0.6638907792930867,1.0882567265248428,1.289251171798785
-1.0423497446024501,-0.07686406859927315,-0.20234434010774222,0.008012152463780028,0.1760370639758473
0.8509572073097599,0.66449513123185,-1.5390790188366141,-1.9988200100941995,-1.439589527323434
,1.090526961123531,-1.8765205841755177,,-0.9967131866127408
,1.0252493250201296,0.36246558710442695,,0.9258866399960339
0.9730396030166666,0.6382854257754458,0.061806238046050586,,-0.2167094422201776
-0.7021609984165509,-0.6999241976366235,-1.0932913615352584,-1.1129790145935468,-0.9670253395277808
,0.2985371854045584,-1.4560619235329866,,-0.3861848344952496
0.4152484186473289,0.8937311337044382,0.1939083532459231,0.40007650688527596,-0.7500868831666744
0.0651192483329853,0.36572338882385214,0.34391304866840583,,-0.279368857981129
-0.35385473133683226,0.08147393423572394,-0.3301373963014327,,0.7935733890751729
,-1.2452014618539151,-1.2706634899909786,-0.96693312480297,-1.4750836029117365
0.8119257615582632,-0.37097883830905204,0.17764999031757872,2.0405034061687477,1.311184890156962
,-0.8008217848502396,-0.7971046721363757,,-0.22850483844917238
,-0.5351087095507179,-1.6223757808989123,,-0.8648036645126805
-1.6671463803843714,-2.7858999761906067,1.0542864560227336,0.7545557265532891,0.3830077268928301
,0.795647457403852,-2.0457308092582536,,-1.3521591008984897
-0.10829091296305493,0.18262787793405652,-1.0879018581715654,-0.8932101130144243,-1.3273318297322616
-0.022173835328825237,-0.5206599246327209,0.6136387565274988,0.8140090751912336,0.6088290813103829
,0.34274758375319603,-1.5303704344387972,-0.6421398233222124,-1.051844930792825
,0.6704388306468557,0.4626303386588227,,-0.3121230213701528
,0.8019682936792373,0.43664674174165935,,0.8066032547799632
-0.11626201584154416,0.5220637205868683,-0.6237788177813377,-0.6368826970155425,-1.1757613641968312
0.7706465398978225,0.5599012592039802,0.7072530115414591,0.2398515849310207,0.2661474432822928
0.6739168295029055,-0.03299346247178688,-1.1947931060671302,,-0.5280459385317089
,-0.9251270084941475,-0.06429587710001804,,-0.8172089557990925
1.7376310166570281,2.1313035287105575,0.21792175234133526,,-0.3091704391400494
1.1561992403112173,1.7513559123216649,0.3137496221571485,,-0.6150328930939573
-0.6721883320796939,-1.136775944724565,-1.2367360050426037,-1.3118529133973003,-1.475648920847928
,-0.7802311866068521,-0.3515504716839346,-0.05678670157489732,-0.21172253396129914
0.9402407417887323,1.643555715538154,-1.2262703587954926,-1.1785041875946678,-1.7816885580625461
0.8348565093184375,1.5087109789358468,-1.5827505270715203,,-1.3518767673153684
-1.4033182690278914,-1.3796540615005781,1.4292867939395775,,0.6249101272266842
-0.5204191423184545,-1.1678255583533559,0.4781244365253799,,0.04077744176747301
1.1591803683893025,-0.24041713675170598,-0.47298661088095056,,-0.694166424655774
,0.2692599099459039,0.3231953821437165,,-0.018622644536150968
,-0.22018040628026583,-0.8539348321544014,-0.877648000003685,-1.4511776580580478
,0.44490891884968525,1.8890704658294981,,1.072438375189048
,-0.5990265500444983,-0.9530350549512429,-1.0231798103724767,-1.406941696521543
-1.3705103316742357,-2.240452186872178,-0.7320576804406969,-0.3441404132680937,-0.40535571862896946
,-0.14001858001469442,0.0452788378014145,,-0.22373099210183056
-0.25189540441607466,-0.38812545697230477,-1.0990926435989141,,-1.5084961631270608
,0.3256618178565749,0.3154361659712578,0.8163517081588433,-0.38835369946048287
,0.549244701456891,0.8511837256949659,,1.6011595118275277
,0.27018306297072925,0.8636134814282648,,0.04398699624191464
,0.5120299866359075,-1.1483661501748235,,-1.0817106900391182
0.5089531222201729,0.19599184495418936,-0.6100306195025741,,-0.3456341598510022
,0.8993194916180693,-0.25801719710681237,-0.8278185645015258,-0.5625095913376524
,0.5538189781059905,2.156442004812378,1.4157478824042893,0.9950425117007005
,0.10865167488013705,0.5287364731889644,,1.3750827902669462
,-0.18313789365095584,-0.3775893866072202,,0.05890783868133468
,0.6509352598639622,-0.09829475071912655,,-0.08976756548398951
1.1587281212144163,0.9437038308721672,0.9452138108049511,,1.3528397412335527
,-0.03903619816067074,1.164144601908404,,0.7856757928630155
,2.5432076375195702,-0.883421225816627,,-1.7170842264328612
-0.4357738997955366,0.3625614200125701,-0.6592435000775007,,-0.7169612448512815
,-0.389281964889752,-0.6407028456324451,,-0.940588402997862
,0.3335444950093927,0.17420561675983312,0.5164636866187003,1.6867393610771892
-0.7131385296595707,0.534456047105109,1.64918257198702,,1.042568472064598
,0.1490943806331583,-0.9433507464509027,-0.6402469593766926,-1.0084914228085187
,0.11673025013781602,1.0431044023718008,1.4346119359812473,0.6696307040095038
,-0.1974861950585825,0.6059102649259712,,0.9661752418450376
,-0.27097962380042045,1.3789896989940147,,1.2782134579374669
,-1.4570683834185665,1.7807031256229902,2.0480522907264866,2.17406834695706
,-1.2318761587705507,0.30486540354034025,,-0.4514001777411359
,1.6463584989922948,0.9199601490072268,2.332838990058546,2.25243923499966
1.6339154828232945,0.9382588772226439,0.32643371601821475,0.8508426208797641,-0.03217075719870798
,-0.06639753229036312,-1.6679040227152024,-2.8066545525379882,-2.3893351257700135
0.2055981078438854,-0.5220669360786011,-0.15617244699310417,0.3274510854216215,-0.3130656125542669
,0.9827638242194012,-0.3609652498508053,-0.37094800920744864,0.821820207396
0.8109192639528696,-0.08118561811442349,0.25661717508995546,-0.4035959534135552,0.0038752943106994835
,-0.630534632238626,0.041087679370596916,0.8231628216233229,0.482063316186396
,-0.15559139600698704,1.744705718180141,,0.8364219049446054
,1.7376392846881472,1.4220313050931443,0.41501134298160514,0.1520114191563287
0.4263467480832839,0.2969086662941054,-0.37309783091349696,-1.0654404584008972,-1.5199196474590002
,2.298885727512935,0.6016896528340717,-0.2789632072448066,1.7173189736738221
,-0.2825205550287108,-0.44451078569960756,-0.019114373628346233,-0.05969361489911197
-0.12592238906414857,0.017098382210951456,-1.5932429260021785,0.038282674791438216,0.037658741543626896
,1.8377525649052875,0.787135701677457,0.1559299071385137,0.8473891935601342
-0.3141731506537504,-1.060851656530188,-0.15570261291597176,0.3651827878165697,-0.07541034865089119
0.05731858780899061,0.1396198135556315,-0.5211143875413574,0.36546291331270436,0.0350481421490563
,-1.208185572518877,0.6225509317528493,,-0.1012614754614267
0.9174839290783458,1.1103954615229863,-1.5962641618897482,-0.395350073078244,-1.3207853743351385
,-0.19248408849139792,-1.2430664359210732,,-1.1803431367204404
-2.5914085796655213,-2.157186439084578,0.6286339357430479,0.6520342313574342,-0.33307171189032714
0.5552821183447852,0.8969328439338441,0.5776380078268221,0.39351802807287495,0.7867363701196868
0.6599949387726516,0.2956386149267491,-0.22493528976008523,0.13447438453738017,1.657500593449596
-0.9096546248434599,-0.6757189416506165,0.8780951548283533,,-0.17494475694420478
,0.9924382979296237,-0.10276727566116502,,0.40629248337368334
,-1.5529517796469297,-1.2624617315530984,,-1.4597735277747002
-1.4044017263463755,-0.584819064346799,-0.2567169076642267,,0.45011688795509985
,-1.0460846035506626,-0.5473822836265552,,-0.21187674129538206
-0.8312557230505563,0.684097633638093,0.6412419332160632,1.1109311242312636,0.6495396437643555
,-1.5481773447093743,0.5439157523675081,0.5025050304310136,0.6415966602429289
-0.05803184874068894,-0.4291471669239674,1.0714099596707283,0.22934008687087346,0.8806108868602855
,0.5045400568462639,-0.47615511070608646,,-0.7278983100713285
,0.3443613315792043,-0.8969233586741678,,-0.4806473630339967
,-0.7290274709905011,-1.161336882464007,-0.11860244685642052,-1.5422163309802719
,0.7328026627803209,1.1258025082350909,2.0739332253472,1.277684709599894
,-0.2593441032192538,0.04437109832755561,,-0.02319928088475203
,0.5374420100868271,-1.529917178731517,-1.3387095637467241,-1.8752790441765188
-1.994068261857286,-0.782768657200696,-1.358835505627959,,-0.46223806008073093
,1.010845945204896,1.0254968673153322,0.8965865812229168,0.07171576022708813
1.7337706461975622,1.2545522924517638,-0.5461240344910496,,0.5431701894263913
,-1.1550559734084245,-0.9772590633097596,,0.14038077259864676
,0.8577470847270715,2.8992102499160612,2.5576630739317663,3.0816738292950343
-0.8137143348084964,-0.9130821505822947,-1.7562905805581066,-1.1555922257825495,-1.6691431145407443
0.9198299303319663,0.9833121688586738,1.1486389950426623,1.363846978754003,2.0862417119850067
-0.40806121906722576,0.6192310459337983,1.3301276907727744,,1.044860111107556
-0.37105107406969173,-1.391183829946646,1.0294443804775617,0.2924561041811863,0.8572857555498257
-1.2303747629364898,-0.11110819347846482,1.0415488987404227,1.922732562964302,1.4766544343266468
-0.7904105311037186,-0.8331927855761359,0.028648500811243573,,0.44564626068210916
0.9165821291379069,0.7453803451990079,-0.3360963828481182,-0.27026987471013236,-0.27786232453696985
-0.581372113586311,0.4507669035192756,1.031607092821078,1.7101155842989266,1.0961983986702888
,0.2491837125571203,-0.9257502702842544,,-0.9898585502664285
,-0.5776811260181235,-1.2362725796016163,,-0.18381856685226838
0.49854136356207024,-0.056680317878865315,1.142175364654827,,0.6976115373978905
-0.28265524930015506,-0.30002955240910567,1.4909600094402558,,1.1528450494577813
,-1.127866618089497,0.29048237032214247,-0.04373024594786656,-0.32430556854419795
,1.4762462036443507,0.3333789552371109,0.023022026640232587,0.8136166973830126
0.08850013477187567,0.22066759444547,0.39797039171897053,,-0.47779725052776817
,0.19145941465188265,-0.29157928466939986,,-0.233300308834381
1.1880357462685276,0.1822743279747251,-1.2772986760281004,-0.8024249743315431,-0.6777839643983093
,0.12062976889194324,0.5829726510044484,0.248540681942778,1.7230339211423455
,0.590747920965197,-1.011409429250891,-1.3233073841231524,-0.12018749769454977
,-1.3940513249704378,0.05958023926180502,,0.629730386116948
,0.9778242891343885,0.7568423503252291,1.008913873411499,1.3044023651278862
,-1.3079728669356632,-0.8393001256224464,-0.7999666521784012,-0.14229467679137112
,-0.24836879174034374,-0.03023685247695474,,0.08805774704056059
,-1.134112085658295,-0.8678172807369243,-0.6262075635045529,-0.10084530211398564
-1.664088577530573,-2.2931655983546912,0.5545194177373479,1.238701554531564,1.4865522578636774
0.5276492628438925,0.06839631225627282,-0.3716386490482778,-0.2919084631567176,-0.3321156838963375
,0.14380844542131785,0.5167562797690549,1.031149159693126,0.22179184785197886
,0.42926140795920276,1.1835852416560428,,0.8338495932668162
-0.9993395816054091,-1.3007637983581475,0.5915967805137684,0.3597025996451222,1.1158694811349452
1.3985074893338358,0.8633133592858374,0.9448174459532346,-0.07148634488493036,0.5814571857823272
,-0.8448816320771732,0.9280219407579322,1.3179664441849581,0.5845772387008105
,1.676005686976717,0.7971348939598081,,0.7361583004500956
,-0.5003961503678481,-0.20875105121573173,,-0.5477779115964981
0.06557301579139478,-0.30421292185251947,-1.0934925037219259,-0.5622346177521165,-0.5210952614094658
,-2.704151815750672,0.6297951379995005,1.555662724409241,1.317410592031339
,0.5180109197586975,0.7892227477295594,1.407571046763415,1.134433321098528
,0.5491027090962498,2.1461648602105377,,1.8225387204709202
-0.9267342521519579,-1.0673805680377844,-0.2144328000339935,,-0.22255880351552682
-1.2228820036194958,0.5615321068980824,-0.07153565214635858,0.2777132564487184,0.3496052136573727
1.4401554759053894,1.2739907494816631,-0.12964980067608087,,0.0472822109023928
1.1427832132672864,1.4231531119906926,0.8458415151232012,,0.511079061591432
0.8188576887032775,0.3016334356367636,-0.6411393525330411,,-0.9666081126805662
,2.37188195138391,0.07276793480402576,,0.331820466134991
,0.2514333039623105,0.49662218622634485,,0.7565485277671595
0.3318464782797224,0.3744317724035961,-0.9485471287457572,,-0.528556421570996
2.6085779919406167,2.9081374985289066,2.6571311041809906,2.2487524871971165,2.930116624133793
,0.8081583854013852,0.4353361156836413,0.2967336382585463,0.23600210021746656
,-0.8569064196753137,-0.6497262428619365,,-0.7281604275182239
-0.6258564937197852,-0.3346820338419464,1.320874790772357,0.4295279928219201,0.6431535154960074
1.4278653896554936,1.7066301040978387,-0.14457403870388186,-0.18266264568560672,-0.6823501209668118
-1.0949186750621451,0.12318634997592151,0.9359867765797056,,1.2191786958052528
,0.6083157686766737,1.4272019314919016,0.7176713884846679,1.1609572114692412
,-1.3078227420618662,-0.9792091715120746,,-1.5334518652712308
,0.9859565218716184,0.8968811082664108,,1.2915445161977246
1.6510361693110007,2.3203211129952748,-0.09554229284947727,,0.8481065700360401
0.714394688650497,0.09763989802448567,-0.7960311084518681,-1.1736138235093894,-1.3272635878717187
,0.8826745684081538,-1.212830780227405,-0.5705045884580203,-1.1714265762690566
,-0.3779386432401243,0.05113363213244299,,0.8115195289853467
,1.3359278243798973,-0.8315839943954327,,-0.04644410457211128
,0.12279127531708912,-0.5169182230587318,-0.3208595898174783,-0.9222294460547343
,-0.8143446942490005,0.09918696526928614,-0.6225482408979317,-1.065629973471977
,1.09537724081988,-0.08124467496132903,-2.175663387634415,-1.0819637585822535
,0.4394448913389684,3.060246477339488,2.800137258274454,2.872016843404651
,-0.47571053454101314,-0.27098516152611013,,-0.16167603801912941
-0.35603455536308165,-0.008911911750010902,-0.24704517894635883,-0.012132587346946454,0.9336232213915464
-1.3584448470682948,-0.7140305489769869,-0.7453450527040704,-0.439727716314752,0.019152669961792095
,1.102729711086778,1.7191670152122622,,1.031377459517407
,1.327295186960013,0.0956664129467613,,-0.10016880910579773
,-1.0448876949749606,-0.4429134884509407,0.15123648087255662,-0.6674341068381179
-1.7306055888053007,-1.9715305063896142,-0.6833164156444078,,-0.32155224881795125
0.525012699989347,-0.16728832422968387,0.651404281203439,,0.6327992461619266
,-0.6344049530383934,0.2201063973942912,-0.4185060164822818,-0.4559353157163804
,0.7257021123186151,0.016585085213054362,,-1.3463063953923244
,-0.3312968234731872,-0.46842444319515064,,-0.3098513828035969
-0.08185574143524695,0.052128640050409035,-1.332481441318234,-0.7592198128442158,-1.5022530077549572
0.9494772050284509,-0.41204235968546293,-1.1785033053412524,-0.9131484401890039,-0.9238853366585219
-0.09248140982315055,-0.3430331881621006,-0.23598375719163625,0.06540769223295126,-0.30904520102159827
,1.509051663812168,-0.3981071552834475,,-0.2421175244928219
