var_1,var_2,var_3,var_4,var_5
0.8165434760789831,1.056041567157944,1.4999779077318394,1.044054818932546,1.059896479190926
-0.28648067430618823,-0.994064109325332,,0.49314177309307244,
-1.2890056965922658,-1.0559790436936043,,0.2994258822851819,
0.2841516384056177,0.17125620187386015,,-0.6281347998361048,
-2.439246749606673,-1.6846672286118938,,-0.031161856930757032,
-3.0758605696738477,-2.192038723879713,,0.14887718790596258,
0.29093775696767693,0.5706060784883287,,0.23739204429339864,
-0.014727611221564513,-1.5749014119642237,,-0.950517036840961,
1.4179713453000438,0.9194855639130378,0.9267450532881374,0.6589997843713216,0.8224983822497526
-1.6000666633798561,-1.9657687273487,,0.7755151987435632,
-0.5048548472257722,-0.19562280667817883,0.9776435316405108,-0.44803409394271104,
-0.4773470183377903,-0.6441846908729167,,0.5821573165250791,
-0.12490880775559442,-0.14625594881994392,1.1622569052035376,1.9482101238209029,2.109959211582653
-0.20546417403588507,-0.1980951100825067,,0.21494791680695477,
1.2193232280057649,2.014537455662339,,0.23381394111746956,
-0.5427658461850839,-0.11149932214200517,,-2.414496620151247,
0.1345092042681799,0.33738795610565875,1.8530140840262708,1.020920684190385,1.7020133818734913
-0.050219428861335014,0.40003067349978355,,-1.0016365203243076,
-0.10840126206932585,0.5062282394315178,,-0.784356999181487,
-0.7067726106115815,-1.0588501833008548,1.537292703214495,1.7294238467512848,1.9727626938419147
-0.21418219046032388,-0.7955298288095902,,0.9013008315474509,
0.01535022879856751,0.706913025010538,0.8314755864372539,0.28162435916235024,
0.8062184760205278,-0.9440549229650094,,-0.061615793773797216,
-1.8137864908982042,-1.8496220373607315,,1.2455703886661031,1.0640219841772949
-1.3387114556598196,-0.8786494547039615,,-0.8816837782050324,
0.0807979937790588,1.110649763607543,,-0.6366423827850509,
0.6319425437347028,0.38405486861622173,,-0.9099807719680616,
-0.6239780504630033,-0.6876594919737575,,0.6132653914566242,
-0.7136646327471555,-1.4809828848382303,,0.2603192797817585,0.7774544139455891
0.5331626583232645,0.5772012586219912,,-0.6382386184662348,
1.91032559654656,2.186465941004407,0.8066013301741485,0.7035055335952766,
-0.10711218334786236,-0.8953055146568574,,-1.3891879855063498,
-1.343281877504411,-1.5348588728437664,,0.6751027219933116,0.9474478109426748
-0.11675919569469874,-0.09271364549172358,,0.3121416541153037,
0.6437524184960174,-0.12854536120408555,,0.3891345332405733,
-0.6004888861463099,-1.7662236524626678,,0.4105843915088529,
-0.6365738609931825,-0.7582569943542058,,-1.853676763590084,
0.0614539689793142,-0.6786596175822194,,0.5138700123299305,
-0.25955674492478664,-0.7500405294738577,,-1.8291714648348274,
-0.8536138828791988,-0.4614368891639991,,0.273649766196223,
-1.3745082391285999,-0.9416694794146225,,-0.3701882143979755,
-0.7452295225220564,-0.987031112437172,,-0.06723296369290183,
1.4659293330724639,0.6426722836613569,,-1.6306144525427395,
1.2466455207779361,1.6407664181734425,,-1.1484075768949271,
-0.9754467931742183,-1.2577815040236187,1.1395927223666282,0.7279925094915263,1.6558473616442253
0.2810140656165251,-0.5855435842722635,,-1.5413582772978796,
0.22762098608243664,0.09075034470635941,,-0.040406617278873895,
0.3292180764434478,0.38064984964881565,,-0.06322017402653674,
1.4892479307819573,0.9289900667494335,,-1.378143895513963,
0.4150956297578441,-0.37570677266130387,0.9887448097152847,0.6957145616109291,
2.472151154452464,2.023591296194098,2.208974004853013,1.3973033204686005,1.439470914416526
-0.9031269883522718,-1.3750154277628095,,0.8663602631429815,
-1.6558024437242964,-0.8800355658509228,,0.3294630863496034,
2.193311997106947,2.897260547666807,,-0.6614503871354678,
0.7932849314811873,0.042158938315224784,,0.221923799984586,
-0.7516189782899251,-0.7466137746619971,,0.1775019708052522,
-1.3285225699079053,-1.0848014589369468,,0.3128591574476654,0.7614706310804251
1.9675044044429988,0.20711925834299033,1.0471177789442851,1.2562893475655335,0.6962521168949937
-0.9020353493444572,-0.11687212744426001,1.2494890782753563,2.730166326477209,1.6877627766545003
-0.8444331034041617,-1.3033466732173506,,0.9530247457991328,0.8816964591845331
1.1067206093301276,-0.12941711735022138,,-0.43076056584065014,
-1.9396732246115596,-1.363571560989183,,-0.5914530786609068,
0.09013616292092767,-0.30770013441330957,,-0.3279669370951853,
2.071615214024335,1.6896866922678317,,0.004612518927372072,
0.8895859349920129,-1.0582372548114136,0.9869917872801912,0.40080279003468544,1.035471771184344
-1.2602812592007715,-0.7876648365156171,,-0.6910143468719484,
-0.1250162415018664,0.6565901433251973,,0.15248843339634902,
0.3963579883358233,-0.5879649641806325,,0.46390797100289144,0.8278859662041281
1.2625371241378662,0.5830990022791706,,0.698544069558102,
0.0655606475327332,-0.8748796263871572,,-0.467560396441984,
0.32097282589905085,0.0016157986002280067,,-1.3061041601569696,
1.136108919494269,1.2271658107839538,1.3720940411567002,1.2919822702320487,
-0.5184676022600598,-1.5514234431626295,,0.6855722042286171,
-0.22463201337945918,-0.7685344453406384,,-1.9219782748603025,
0.17838670569756032,-0.04872467415906928,,0.13027327825798155,
-0.2942557771594572,0.6330237306797406,,-2.4205615902827393,
0.8781111495462083,0.8065911125069517,,-0.39917108300413556,
0.7404149919913365,-0.9348446469555581,,-0.4676186532415793,
-0.7069088672019629,-0.8134915944478908,,-1.5234675561439424,
-0.6069895918347332,-0.04944194535238768,,-0.8538679601007525,
0.06314049274665082,0.6203068995744094,,-1.0036931694546225,
1.8564916133019027,1.095409240473336,,-1.1708024424120749,
-2.3252994869793135,-1.8480564393934151,,1.1710563699525454,0.7405631763282126
-0.43045781337208355,-0.44172366477068303,,-0.7538650236216845,
-0.996704327545357,-0.4994033977326216,,-0.7720901870858812,
-0.3388306864265501,-0.04416839406940023,,1.2329149903441756,
